"id","name","articulation_id","axis_id","objective_id","will_be_delivered","total_cost","schedule_2013_2014","schedule_2015_2016","observation","technically","status","qualitative_progress_1","qualitative_progress_2","qualitative_progress_3","qualitative_progress_4","qualitative_progress_5","qualitative_progress_6"
105,"Realizar intervenções de controle de cheias em bacias dos córregos: Ponte Baixa, Zavuvus, Sumaré/Água Preta, Aricanduva, Cordeiro, Praça da Bandeira, Av. Anhaia Mello, Freitas/Capão Redondo, Paraguai/Éguas, Riacho do Ipiranga, Tremembé, Ribeirão Perus e Paciência e desenvolver o projeto para intervenção nos córregos do Itaim Paulista",2,2,17,"Canalização de 15,4km de córregos, construção de 8 reservatórios e 2 parques lineares com um total de 560.000m² de área verde.",3300000000,"9 reservatórios implantados, 394.000 m² de parque linear implementados, 1 caixa de equalização implantada, 11.370 metros canalizados","20 reservatórios implantados (2 em processo de revisão - Reservatórios do Anhangabaú),  1.266.000 m² de parque linear implementados, 2 caixas de interligação implantadas, 3 caixas de equalização implantadas, 14.391 metros canalizados","1. PONTE BAIXA (Subprefeitura do M'Boi Mirim) - Canalização de 3.080m do Córrego e implantação de 1 reservatório.
2. ZAVUVUS (Subprefeituras de Santo Amaro e Cidade Ademar) - Canalização de 3.520m do Córrego Zavuvus com implantação de 2 reservatórios e um parque linear de 200.000m².
3. SUMARÉ E ÁGUA PRETA (Subprefeitura Lapa) - Canalização de 8.800m do Córrego.
4. ARICANDUVA (Subprefeitura Aricanduva e São Mateus) - Implantação de 2 reservatórios e um parque linear de 360.000m² na área do Córrego.
5. PRAÇA DA BANDEIRA (Subprefeitura Sé) - Implantação do reservatório do Anhangabaú.
6. ANHAIA MELLO (Subprefeitura Vila Prudente/Sapopemba) - Implantação de 2 reservatórios
7. Ribeirão Perus (Subprefeitura Perus) - Canalização de 110m do Córrego com implantação de 5 reservatórios e um parque linear de 1.100.000 m².
8. Riacho do Ipiranga (Subprefeitura Ipiranga) - Canalização de 2.200 m do Córrego com implantação de um reservatório.
9. Paciência (Subprefeitura Jaçana/Tremembé) - Canalização de 2.400m com implantação de um reservatório no Córrego Paciência.
10. Tremembé (Subprefeitura Jaçana/Tremembé) - Canalização de 2.500 m com implantação de 6 reservatórios no Córrego.
11. Morro do S - Freitas/Capão Redondo (Subprefeitura Campo Limpo) -
12. Cordeiro (Subprefeitura Cidade Ademar e Santo Amaro) - Canalização de 2.200m do Córrego Alcatrazes e 270m de canalização do Córrego Cordeiro com implantação de 6 reservatórios, 4 caixas de equalização de vazão e 2 caixas de interligação de galerias.
13. Paraguai/Éguas (Subprefeitura Santo Amaro e Vila Mariana) - Implantação de um reservatório.
14. Ribeirão Água Vermelha, Ribeirão Lajeado, Córrego Itaim, Córrego Tijuco Preto e afluentes (Subprefeitura Itaim Paulista) - Elaboração de projeto básico e viabilização do inicio da intervenção
Os custos relacionados às obras acima incluem gastos com as desapropriações necessárias à execução da obra.","Intervenções de macrodrenagem: obras de apoio à drenagem associadas à bacia ou à sub-bacia hidrográfica",,,,,,,
106,"Desenvolver o programa de drenagem e manejo das águas pluviais, com a criação de uma instância municipal de regulação, articulação e monitoramento da drenagem urbana",2,2,17,"1 Programa de drenagem criado, 1 Instância municipal de drenagem.",20076242,,"Programa de drenagem, Instância municipal de drenagem","Será realizada a elaboração de estudos de 6 seis bacias hidrográficas inscritas no território do município, com objetivo básico de recuperação dos cursos d%u2019água e de suas bacias hidrográficas, de modo a integrá-las ao tecido urbano com sustentabilidade ambiental. Tal estudo engloba o levantamento realizado de informações básicas das bacias hidrográficas, diagnóstico hidrológico e hidráulico e desenvolvimento dos modelos computacionais de simulação hidráulica, proposição de medidas estruturais e não estruturais de implantação imediata, de curto, médio e longo prazos, execução de anteprojetos de intervenções, viabilidade ambiental das obras propostas; proposição de aprimoramento institucional. O Programa prevê também a institucionalização de uma instância municipal que articule os órgãos que atuam na questão da drenagem urbana.","Bacia hidrográfica: é uma área de captação natural da água de precipitação que faz convergir o escoamento para um único ponto de saída.",,,,,,,
107,"Criar 32 Centros de Atendimento ao Cidadão %u2013 CAC",3,3,18,"Centros de Atendimento ao Cidadão funcionando em cada subprefeitura.",55000000,,"32 CACs","Adequação do espaço físico, modernização do atendimento e ampliação dos serviços oferecidos.","Centros de Atendimento ao Cidadão – CAC: é a modernização de toda a infraestrutura das atuais Praças de Atendimento que irá incluir adequação do espaço físico, otimização e ampliação dos serviços atendidos, integração dos sistemas de atendimento oferecidos.",,,,,,,
108,"Ampliar e modernizar os serviços oferecidos por meio do 156",7,3,18,"Serviço de atendimento ao cidadão reestruturado, tanto na parte externa do serviço como nos fluxos internos das demandas dos cidadãos.",50000000,,"156 modernizado","Os serviços de atendimento ao cidadão encontram-se hoje desarticulados e sem um fluxo adequado para que as respostas sejam dadas num período de
tempo adequado ao cidadão. A ampliação e reestruturação destes canais visam garantir um atendimento ágil e eficaz das demandas dos cidadãos.","156: É a Central telefônica da Prefeitura de São Paulo que fornece informações sobre os serviços públicos municipais.",,,,,,,
109,"Criar a Subprefeitura de Sapopemba",7,3,18,"Subprefeitura de Sapopemba criada",,"Subprefeitura de Sapopemba criada",,"A Subprefeitura de Sapopemba deverá responder as atribuições e responsabilidades definidas pela lei nº 13.399 de 01/08/2002 de criação das Subprefeituras. Sua criação aumentará a capilaridade do Estado, aproximando-o da população.","Subprefeitura: Criadas em pela lei 13.399, são unidades do poder público municipal responsáveis pela maioria dos equipamentos públicos, como clubes da comunidade (antigos CDMs) e clubes da cidade. Têm o papel de receber pedidos e reclamações da população, solucionar os problemas apontados; preocupam-se com a educação, saúde e cultura de cada região, tentando sempre promover atividades para a população. Além disso, elas cuidam da manutenção do sistema viário, da rede de drenagem, limpeza urbana, vigilância sanitária e epidemiológica, entre outros papéis que transformam, a cada dia, essas regiões da cidade em locais mais humanizados e cheios de vida.",,,,,,,
110,"Integrar os sistemas de informação dos diversos órgãos municipais (Guarda Civil Metropolitana, Companhia de Engenharia de Tráfego, SAMU, Defesa Civil) e implantar a Central de Operações da Defesa Civil para a gestão de riscos e respostas a desastres",4,3,18,"Sistema de informações das diversas instituições com base de dados integrada, Implantação de uma Central de operações e atendimento da Defesa Civil no tocante a sua infra-estrutura e equipamentos para alimentação de um sistema em um banco de dados integrados com diversas centrais setoriais e emergência da Cidade de São Paulo",30000000,,"Sistema de Informação integrado, Central de Operações da Defesa Civil","A implantação da Central de Operações da Defesa Civil permitirá aos órgãos envolvidos o aperfeiçoamento dos processos, com agilização no atendimento à população nas situações de emergência e no planejamento estratégico. Nesse sentido, os esforços para seu funcionamento compreende o desenvolvimento do projeto, a implantação de infraestrutura e do Centro, a qualificação dos profissionais, a instalação dos sistemas de integração e dos equipamentos e a definição de protocolos de atendimento para os órgãos de emergência. E, ainda o desenvolvimento de uma base de dados da Defesa Civil para coleta, sistematização e compartilhamento com a sociedade","Central de operações: Centro onde se coordena as ações de prevenção e resposta a desastres e calamidades.",,,,,,,
111,"Implantar um Sistema de Informação Geográfica, com dados abertos e livre consulta pelo público",7,3,18,"Sistema de Informação Geográfica implantado.",10700000,,"Sistema de Informação Geográfica","O SIG-SP está institucionalizado pelo Decreto nº 50.736/2009. O SIG gerido pela SMDU, envolverá informações disponibilizadas pelas secretarias e órgão externos, relacionados com atividades de expressão territorial. Será desenvolvido em padrões compatíveis com os sistemas livres e de mercado, aderentes à Infraestrutura Nacional de Dados Espaciais (INDE), bem como à Open Geospatial Consortium (OGC).
Como sistema corporativo, produz e reproduz informação de maneira inteligente com o apoio das geotecnologias. No âmbito de SMDU e SPUrbanismo, produzirá um sistema integrado dos bancos de dados existentes, agregando a informação geográfica como componente de suas análises, seja em ambiente interno (módulo I de integração) ou externo (Infolocal).","Sistema de Informação Geográfica (SIG): Conjunto de pessoas, organizações, dados, equipamentos e programas de coleta, processamento, análise e disseminação da informação geográfica.
Infraestrutura de Dados Espaciais (IDE): Conjunto integrado de tecnologias; políticas; mecanismos e procedimentos de coordenação e monitoramento; padrões e acordos, necessário para facilitar e ordenar a geração, o armazenamento, o acesso, o compartilhamento, a disseminação e o uso dos dados geoespaciais de origem federal, estadual, distrital e municipal.",,,,,,,
112,"Criar 400 Núcleos de Defesa Civil %u2013 NUDEC",4,3,18,"Banco de dados com as informações inerentes as lideranças e áreas de riscos,  Treinamento das lideranças cadastradas para em caso de ocorrências adotarem providências no sentido de alertar os demais moradores da comunidade e contatar a Defesa Civil",21000,"250 NUDECs","150 NUDECs","Para a criação de 400 novos NUDECs, será realizado o mapeamento das áreas pelo IPT, cadastramento de pessoas da comunidade e treinamento. O mapeamento será priorizado para as áreas de risco 4 - perigo eminente (morro/encosta).","Núcleos de Defesa Civil: grupos locais cuja finalidade é desenvolver um processo de orientação permanente junto à população",,,,,,,
113,"Criar o Conselho da Cidade, o Conselho Municipal de Transportes e mais 6 novos Conselhos Temáticos",6,3,19,"Conselhos criados e em atuação",,"Conselho da Cidade, Conselho Municipal de Transportes","06 novos Conselhos Temáticos","Os Conselhos Previstos são: Desenvolvimento Econômico e Social (Conselho da Cidade); Igualdade Racial; Esporte, Lazer e Recreação; Políticas paraas Mulheres; Defesa do Consumidor; Transparência Pública e Combate à Corrupção; Comunicação.","Conselhos: órgão colegiado envolvendo membros da sociedade civil e do governo para apoio à gestão de políticas públicas.",,,,,,,
114,"Criar Conselhos Participativos nas 32 Subprefeituras",6,3,19,"Os Conselhos de Representantes efetivados em cada subprefeitura",,"32 Conselhos Participativos",,,"Conselhos Participativos das Subprefeituras: são espaços institucionalizados de tomada de decisão e de controle social no que se refere às ações empreendidas pelos governos locais, seja no processo de elaboração, no processo de implantação, execução, seja no processo de avaliação e monitoramento.",,,,,,,
115,"Realizar 44 Conferências Municipais Temáticas",7,3,19,"Grandes conferências temáticas realizadas, com participação direta da sociedade civil",6768928,"22 Conferências Municipais Temáticas","22 Conferências Municipais Temáticas","Cada conferência pressupõe no mínimo o seguinte conjunto de ações: elaboração de edital de convocação e regulamento, realizações de préconferências regionais, mobilização da sociedade civil e do governo, definição de infra-estrutura, elaboração de relatoria, publicização do relatório final e eleição de delegados, que devem ter recursos garantidos para participação nas conferências estaduais e na federal (se for o caso). Para 2013 já estão previstas as seguintes conferências municipais: Cidade, Cultura, Educação, Promoção da Igualdade Racial, Meio Ambiente, Assistência Social, Migrantes, Participação e Atenção às Drogas, Segurança Alimentar e Nutricional e Saúde.","Conferências municipais: espaços de participação direta da sociedade civil para apresentação de proposições para formulação e acompanhamento de políticas públicas (controle social). Em geral são uma etapa prévia à realização de conferências nas esferas estadual e federal",,,,,,,
116,"Implantar o Gabinete Digital, como instrumento de transparência e participação social",7,3,19,"Portal na internet implantada com funcionalidades interativas",930300,"Gabinete Digital",,"Portal na internet com as seguintes funcionalidades básicas: Agenda Colaborativa, Perguntas e Respostas da Prefeitura, Fórum de Discussão Pública via internet e interface com as redes sociais. Outras funcionalidades podem ser desenvolvidas de acordo com as necessidades detectadas.","Gabinete Digital: Portal na internet que permite a participação do cidadão e interação direta com a equipe da Prefeitura.",,,,,,,
117,"Fortalecer os Órgãos Colegiados Municipais, dotando-os de infraestrutura e gestão adequadas para a realização das atribuições previstas em lei",7,3,19,"Infraestrutura básica para funcionamento adequado dos órgãos colegiados, de acordo com suas funções e rotinas",600000,,,"O objetivo dessa meta é garantir infraestrutura mínima e padronizada para que os órgãos colegiados realizem suas atividades, tais como: audiências, reuniões, monitoramento das políticas, mobilização social, registro de pautas, elaboração de atas, agendas e relatórios e disponibilização de informações (fortalecendo a dimensão da transparência e incentivando a adoção de novos mecanismos de cidadania digital). A depender da rotina de funcionamento (alguns têm reuniões periódicas, outros funcionamento diário), dos equipamentos já existentes e da quantidade de participantes, a infraestrutura poderá ser individual ou compartilhada entre vários órgãos. Para tanto será feito inicialmente um diagnóstico que irá detalhar de forma mais precisa as necessidades de cada um deles. Prevê-se como estrutura mínima: 1 sala para gabinete/administrativo e 1 sala para reunião/atividades diversas, 1 computador com acesso à internet e microfone, livros, datashow, equipamento de som para palestra, 1 notebook, impressora colorida, móveis para sala de reunião, telefone %u2013 aparelho e linha (ou ramal), materiais educativos
impressos, material de escritório e informática.","Órgãos Colegiados Municipais: compreendem os conselhos,comitês e comissões, que congregam cidadãos e Poder Público em representação a segmentos populacionais para construção de políticas públicas. São responsáveis por acompanhar políticas públicas pertinentes a sua temática, bem como promover a participação social, podendo ainda fazer propositura de planos de ação e a gestão de fundos.",,,,,,,
118,"Implantar o Observatório de Indicadores da Cidade de São Paulo",7,3,19,"Portal web com um sistema de indicadores da prefeitura e da cidade acompanhado de análises setoriais relevantes para a elaboração e avaliação de políticas públicas","1.515.000,00","Portal web implantado",,,"Portal web com um sistema de indicadores da prefeitura e da cidade acompanhado de análises setoriais relevantes para a elaboração e avaliação de políticas públicas",,,,,,,
119,"Implementar o Ciclo Participativo de Planejamento e Orçamento",7,3,19,"Realização de eventos presenciais participativos (Audiências Públicas, Plenárias, Seminários etc.), Criação do Conselho de Planejamento e Orçamento Participativos (CPOP), Criação de um portal eletrônico para acompanhamento das atividades de planejamento e orçamento ",,"Realização de eventos presenciais participativos (Audiências Públicas, Plenárias, Seminários etc.),  Criação do Conselho de Planejamento e Orçamento Participativos (CPOP), Criação de um Portal Eletrônico (http://planejasampa.prefeitura.sp.gov.br)","Realização de eventos presenciais participativos (Audiências Públicas, Plenárias, Seminários etc.)","Para ampliar os mecanismos efetivos de controle da sociedade sobre a administração pública é necessário assegurar aos cidadãos as condições de participação no debate público sobre a cidade e na priorização e decisão acerca do planejamento e dos orçamentos públicos. O Ciclo Participativo de Planejamento e Orçamento visa garantir a participação popular na elaboração e acompanhamento do Programa de Metas, do Plano Plurianual (PPA), das Leis de Diretrizes Orçamentárias (LDOs) e das Leis Orçamentárias Anuais (LOAs), por meio da participação presencial em Audiências Públicas, Plenárias, Seminários etc., pela criação do Conselho de Planejamento e Orçamento Participativos (CPOP) e por meio de um Portal Eletrônico.","Programa de Metas: documento descrevendo as prioridades dos 4 anos da gestão do governo municipal, explicitando as ações estratégicas, os
indicadores e as metas quantitativas para cada um dos setores da Prefeitura. Deve ser apresentado em até 90 dias após a posse do Prefeito eleito.
Plano Plurianual - PPA: é o principal instrumento de planejamento público e determina a orientação estratégica e as prioridades do governo
traduzidas em programas e ações. O Projeto de Lei deve ser enviado ao Legislativo até o dia 30 de Setembro do primeiro ano do mandato, deve
ser votado pelo Legislativo até o fim do ano e vale para os 4 anos seguintes.
Lei de Diretrizes Orçamentárias - LDO: é o instrumento que conecta o PPA com o Orçamento Anual, estabelecendo as Diretrizes e orientando a
elaboração da Lei Orçamentária Anual. Na LDO são fixadas as prioridades e metas para o ano seguinte, bem como previsões de alterações na legislação tributária e de metas e riscos fiscais. O Projeto de Lei deve ser enviado ao Legislativo até o dia 15 de Abril e deve ser votado até o dia 30 de Junho de cada ano.
Lei Orçamentária Anual - LOA: é a proposta orçamentária anual de todos os órgãos da administração, prevendo a Receita e fixando a Despesa para o ano seguinte. O Projeto de Lei deve ser enviado ao Legislativo até o dia 30 de Setembro e deve ser votado até o final de cada ano.
Conselho de Planejamento e Orçamento Participativos - CPOP: será criado um Conselho para acompanhar a execução dos instrumentos de planejamento e orçamento, com representantes territoriais das Subprefeituras, representantes temáticos dos diversos setores damPrefeitura e representantes do Poder Público.",,,,,,,
120,"Aprovar o novo Plano Diretor Estratégico",1,3,20,"Projetos de Lei apresentados à Câmara Municipal para revisão do Plano Diretor Estratégico",,"Plano Diretor Estratégico",,"Os projetos de lei serão construídos de forma participativa, mediante audiências públicas e outros instrumentos pertinentes ao processo de participação cidadã. O processo de revisão e aprovação do Plano Diretor Estratégico não envolve custo de implantação e manutenção.","Marco Regulatório: é o conjunto de instrumentos de planejamento e gestão urbana que serve para definir as diretrizes das políticas públicas e
controlar o desenvolvimento da cidade.
Plano Diretor Estratégico: é o instrumento básico da política de desenvolvimento e expansão urbana do município. Deve ordenar o cumprimento das funções sociais da cidade e das propriedades urbanas, integrar ao processo de planejamento municipal e orientar o plano plurianual, as diretrizes orçamentárias e o orçamento anual.",,,,,,,
121,"Revisar a Lei de Parcelamento, Uso e Ocupação do Solo",1,3,20,"Projeto de Lei apresentado à Câmara Municipal",7900000,"Lei de Parcelamento, Uso e Ocupação do Solo",,"Será realizada a avaliação da lei vigente e proposição de projeto de lei de sua revisão por meio de um processo participativo envolvendo a sociedade e os diversos segmentos sociais.","Marco Regulatório: é o conjunto de instrumentos de planejamento e gestão urbana que serve para definir as diretrizes das políticas públicas e
controlar o desenvolvimento da cidade.
Lei de parcelamento, uso e ocupação do solo: também conhecida como lei de zoneamento, trata das regras de quanto, como e onde podem ser construídas determinadas atividades no território municipal. É um instrumento que estabelece parâmetros objetivos para o cumprimento da função social da propriedade com base no que for estabelecido no Plano Diretor.",,,,,,,
122,"Revisar os Planos Regionais Estratégicos",1,3,20,"Projeto de Lei apresentados à Câmara Municipal para revisão dos Planos Regionais Estratégicos",2100000,,"Planos Regionais Estratégicos","Os projetos de lei serão construídos de forma participativa, mediante audiências públicas e outros instrumentos pertinentes.","Marco Regulatório: é o conjunto de instrumentos de planejamento e gestão urbana que serve para definir as diretrizes das políticas públicas e controlar o desenvolvimento da cidade.
Plano Regional Estratégico: Instrumento de planejamento urbano baseado no Plano Diretor Estratégico com abrangência no território de cada subprefeitura do Município de São Paulo.",,,,,,,
123,"Aprovar as Operações Urbanas Mooca/Vila Carioca, a revisão da Operação Urbana Água Branca e iniciar os estudos do projeto Arco Tietê",5,3,20,"Projetos de Lei apresentados à Câmara Municipal estabelecendo as áreas e mecanismos que comporão as operações urbanas citadas.",14350000,"Operação Urbana Água Branca aprovada","Operação Urbana Mooca/Vila Carioca aprovada, Operação Urbana Arco Tietê aprovada",,"Operação Urbana: instrumentos da política urbana que visam a promover melhorias em regiões pré - determinadas da cidade através de parcerias entre o Poder Público e a iniciativa privada. Cada área objeto de Operação Urbana tem uma lei específica estabelecendo as metas a serem cumpridas, bem como os mecanismos de incentivos e benefícios.",,,,,,,
